C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_058.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_058.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_058.jpg,0,0,0,1.012218E-05
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_125.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_125.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_125.jpg,0,0,0,3.433169E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_193.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_193.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_193.jpg,0,0,0,6.172409E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_260.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_260.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_260.jpg,0,0,0,6.897779E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_332.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_332.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_332.jpg,0,0,0,3.351574E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_402.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_402.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_402.jpg,0,0,0,6.790089E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_471.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_471.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_471.jpg,0,0,0,1.89237E-05
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_543.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_543.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_543.jpg,0,0,0,7.320195E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_613.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_613.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_613.jpg,0,0,0,1.966874E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_684.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_684.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_684.jpg,0,0,0,6.801465E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_754.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_754.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_754.jpg,0,0,0,9.248371E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_821.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_821.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_821.jpg,0,0,0,1.237506E-05
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_891.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_891.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_891.jpg,0,0,0,6.423022E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_27_960.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_27_960.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_27_960.jpg,0,0,0,1.5267E-05
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_029.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_029.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_029.jpg,0,0,0,9.347157E-06
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_098.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_098.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_098.jpg,0,0.0205902,0,0.006831312
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_169.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_169.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_169.jpg,0,0.2669796,0,0.1666843
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_236.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_236.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_236.jpg,-0.15,0.4429956,0,0.4334751
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_304.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_304.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_304.jpg,-0.3,0.6212133,0,0.7949282
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_372.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_372.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_372.jpg,-0.5000001,0.8620314,0,1.503289
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_440.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_440.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_440.jpg,-0.6500001,1,0,2.171364
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_512.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_512.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_512.jpg,0,1,0,3.062918
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_577.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_577.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_577.jpg,0,1,0,3.752523
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_645.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_645.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_645.jpg,0,1,0,4.455986
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_713.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_713.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_713.jpg,-0.05,1,0,5.385458
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_784.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_784.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_784.jpg,-0.2,1,0,6.071199
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_853.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_853.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_853.jpg,-0.4,1,0,6.962877
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_921.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_921.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_921.jpg,-0.5500001,1,0,7.612706
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_28_989.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_28_989.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_28_989.jpg,-0.7500002,1,0,8.44908
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_29_057.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_29_057.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_29_057.jpg,0,1,0,9.036335
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_29_124.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_29_124.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_29_124.jpg,0,1,0,9.675851
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_29_193.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_29_193.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_29_193.jpg,0,1,0,10.56049
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_29_261.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_29_261.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_29_261.jpg,-0.05,1,0,11.22231
C:\Users\Adi\Desktop\Data\IMG\center_2020_10_14_10_20_29_331.jpg,C:\Users\Adi\Desktop\Data\IMG\left_2020_10_14_10_20_29_331.jpg,C:\Users\Adi\Desktop\Data\IMG\right_2020_10_14_10_20_29_331.jpg,-0.25,1,0,11.86934
